concept,method,display_name,alpha_percent,score_aggregation,tau,calibration_control_reject_rate,realized_control_reject_rate,target_reject_rate,auc_roc,n_control_calibration,n_control_evaluation,n_target_evaluation,feature_dir,split_seed
football,kernel,SUR SAE,2,max,25.144254684448242,0.02,0.01,1.0,0.9989,100,100,100,/Users/yanyuming/Downloads/GitHub/llama3_interpretability_sae/ablation_datasets-dense/football/kernel-l22-f40102,42
football,kernel,SUR SAE,5,max,10.865556240081787,0.05,0.04,1.0,0.9989,100,100,100,/Users/yanyuming/Downloads/GitHub/llama3_interpretability_sae/ablation_datasets-dense/football/kernel-l22-f40102,42
football,kernel,SUR SAE,10,max,3.4911770820617676,0.09,0.05,1.0,0.9989,100,100,100,/Users/yanyuming/Downloads/GitHub/llama3_interpretability_sae/ablation_datasets-dense/football/kernel-l22-f40102,42
football,kernel,SUR SAE,20,max,3.4911770820617676,0.09,0.05,1.0,0.9989,100,100,100,/Users/yanyuming/Downloads/GitHub/llama3_interpretability_sae/ablation_datasets-dense/football/kernel-l22-f40102,42
football,relu,ReLU SAE,1,max,10.398009777069092,0.01,0.01,0.08,0.92085,100,100,100,/Users/yanyuming/Downloads/GitHub/llama3_interpretability_sae/ablation_datasets-dense/football/relu-l11-f2188,42
football,relu,ReLU SAE,2,max,5.242201805114746,0.02,0.01,0.37,0.92085,100,100,100,/Users/yanyuming/Downloads/GitHub/llama3_interpretability_sae/ablation_datasets-dense/football/relu-l11-f2188,42
football,relu,ReLU SAE,5,max,3.175850510597229,0.05,0.04,0.61,0.92085,100,100,100,/Users/yanyuming/Downloads/GitHub/llama3_interpretability_sae/ablation_datasets-dense/football/relu-l11-f2188,42
football,relu,ReLU SAE,10,max,1.9865027070045471,0.1,0.11,0.8,0.92085,100,100,100,/Users/yanyuming/Downloads/GitHub/llama3_interpretability_sae/ablation_datasets-dense/football/relu-l11-f2188,42
football,relu,ReLU SAE,20,max,1.47347754240036,0.2,0.29,0.89,0.92085,100,100,100,/Users/yanyuming/Downloads/GitHub/llama3_interpretability_sae/ablation_datasets-dense/football/relu-l11-f2188,42
football,repreg,RepReg SAE,1,max,18.42741584777832,0.01,0.01,0.93,0.991225,100,100,100,/Users/yanyuming/Downloads/GitHub/llama3_interpretability_sae/ablation_datasets-dense/football/repreg-l22-f40102,42
football,repreg,RepReg SAE,2,max,13.387146472930908,0.02,0.02,0.97,0.991225,100,100,100,/Users/yanyuming/Downloads/GitHub/llama3_interpretability_sae/ablation_datasets-dense/football/repreg-l22-f40102,42
football,repreg,RepReg SAE,5,max,7.245839595794678,0.05,0.05,0.99,0.991225,100,100,100,/Users/yanyuming/Downloads/GitHub/llama3_interpretability_sae/ablation_datasets-dense/football/repreg-l22-f40102,42
football,repreg,RepReg SAE,10,max,2.496530055999756,0.06,0.05,0.99,0.991225,100,100,100,/Users/yanyuming/Downloads/GitHub/llama3_interpretability_sae/ablation_datasets-dense/football/repreg-l22-f40102,42
football,repreg,RepReg SAE,20,max,2.496530055999756,0.06,0.05,0.99,0.991225,100,100,100,/Users/yanyuming/Downloads/GitHub/llama3_interpretability_sae/ablation_datasets-dense/football/repreg-l22-f40102,42
football,sigreg,SigReg SAE,1,max,13.66182804107666,0.01,0.02,1.0,0.9985,100,100,100,/Users/yanyuming/Downloads/GitHub/llama3_interpretability_sae/ablation_datasets-dense/football/sigreg-l22-f40102,42
football,sigreg,SigReg SAE,2,max,11.089178562164307,0.02,0.03,1.0,0.9985,100,100,100,/Users/yanyuming/Downloads/GitHub/llama3_interpretability_sae/ablation_datasets-dense/football/sigreg-l22-f40102,42
football,sigreg,SigReg SAE,5,max,5.298497200012207,0.04,0.05,1.0,0.9985,100,100,100,/Users/yanyuming/Downloads/GitHub/llama3_interpretability_sae/ablation_datasets-dense/football/sigreg-l22-f40102,42
football,sigreg,SigReg SAE,10,max,5.298497200012207,0.04,0.05,1.0,0.9985,100,100,100,/Users/yanyuming/Downloads/GitHub/llama3_interpretability_sae/ablation_datasets-dense/football/sigreg-l22-f40102,42
football,sigreg,SigReg SAE,20,max,5.298497200012207,0.04,0.05,1.0,0.9985,100,100,100,/Users/yanyuming/Downloads/GitHub/llama3_interpretability_sae/ablation_datasets-dense/football/sigreg-l22-f40102,42
football,sigregrepreg,SigReg + RepReg,1,max,32.86409378051758,0.01,0.01,0.92,0.99675,100,100,100,/Users/yanyuming/Downloads/GitHub/llama3_interpretability_sae/ablation_datasets-dense/football/sigregrepreg-l22-f40102,42
football,sigregrepreg,SigReg + RepReg,2,max,27.449460983276367,0.02,0.01,0.97,0.99675,100,100,100,/Users/yanyuming/Downloads/GitHub/llama3_interpretability_sae/ablation_datasets-dense/football/sigregrepreg-l22-f40102,42
football,sigregrepreg,SigReg + RepReg,5,max,13.71712589263916,0.05,0.04,1.0,0.99675,100,100,100,/Users/yanyuming/Downloads/GitHub/llama3_interpretability_sae/ablation_datasets-dense/football/sigregrepreg-l22-f40102,42
football,sigregrepreg,SigReg + RepReg,10,max,4.984239101409912,0.08,0.07,1.0,0.99675,100,100,100,/Users/yanyuming/Downloads/GitHub/llama3_interpretability_sae/ablation_datasets-dense/football/sigregrepreg-l22-f40102,42
football,sigregrepreg,SigReg + RepReg,20,max,4.984239101409912,0.08,0.07,1.0,0.99675,100,100,100,/Users/yanyuming/Downloads/GitHub/llama3_interpretability_sae/ablation_datasets-dense/football/sigregrepreg-l22-f40102,42
indian_politics,batchtopk,BatchTopK SAE,1,max,20.231863975524902,0.01,0.02,1.0,0.99865,100,100,100,/Users/yanyuming/Downloads/GitHub/llama3_interpretability_sae/ablation_datasets-dense/indian_politics/batchtopk-l11-f50508,42
indian_politics,batchtopk,BatchTopK SAE,2,max,17.87773895263672,0.02,0.02,1.0,0.99865,100,100,100,/Users/yanyuming/Downloads/GitHub/llama3_interpretability_sae/ablation_datasets-dense/indian_politics/batchtopk-l11-f50508,42
indian_politics,batchtopk,BatchTopK SAE,5,max,6.498620986938476,0.04,0.05,1.0,0.99865,100,100,100,/Users/yanyuming/Downloads/GitHub/llama3_interpretability_sae/ablation_datasets-dense/indian_politics/batchtopk-l11-f50508,42
indian_politics,batchtopk,BatchTopK SAE,10,max,6.498620986938476,0.04,0.05,1.0,0.99865,100,100,100,/Users/yanyuming/Downloads/GitHub/llama3_interpretability_sae/ablation_datasets-dense/indian_politics/batchtopk-l11-f50508,42
indian_politics,batchtopk,BatchTopK SAE,20,max,6.498620986938476,0.04,0.05,1.0,0.99865,100,100,100,/Users/yanyuming/Downloads/GitHub/llama3_interpretability_sae/ablation_datasets-dense/indian_politics/batchtopk-l11-f50508,42
indian_politics,dense,PLRDC SAE,1,max,14.034385204315186,0.01,0.02,1.0,0.99985,100,100,100,/Users/yanyuming/Downloads/GitHub/llama3_interpretability_sae/ablation_datasets-dense/indian_politics/dense-l11-f14417,42
indian_politics,dense,PLRDC SAE,2,max,12.331006050109863,0.02,0.02,1.0,0.99985,100,100,100,/Users/yanyuming/Downloads/GitHub/llama3_interpretability_sae/ablation_datasets-dense/indian_politics/dense-l11-f14417,42
indian_politics,dense,PLRDC SAE,5,max,6.420342683792114,0.05,0.04,1.0,0.99985,100,100,100,/Users/yanyuming/Downloads/GitHub/llama3_interpretability_sae/ablation_datasets-dense/indian_politics/dense-l11-f14417,42
indian_politics,dense,PLRDC SAE,10,max,1.933650255203247,0.1,0.11,1.0,0.99985,100,100,100,/Users/yanyuming/Downloads/GitHub/llama3_interpretability_sae/ablation_datasets-dense/indian_politics/dense-l11-f14417,42
indian_politics,dense,PLRDC SAE,20,max,1.933650255203247,0.1,0.11,1.0,0.99985,100,100,100,/Users/yanyuming/Downloads/GitHub/llama3_interpretability_sae/ablation_datasets-dense/indian_politics/dense-l11-f14417,42
indian_politics,denseimq,PLRDC + IMQ,1,max,18.1710205078125,0.01,0.01,1.0,0.99995,100,100,100,/Users/yanyuming/Downloads/GitHub/llama3_interpretability_sae/ablation_datasets-dense/indian_politics/denseimq-l22-f24944,42
indian_politics,denseimq,PLRDC + IMQ,2,max,12.537869930267334,0.02,0.02,1.0,0.99995,100,100,100,/Users/yanyuming/Downloads/GitHub/llama3_interpretability_sae/ablation_datasets-dense/indian_politics/denseimq-l22-f24944,42
indian_politics,denseimq,PLRDC + IMQ,5,max,8.385199546813965,0.05,0.06,1.0,0.99995,100,100,100,/Users/yanyuming/Downloads/GitHub/llama3_interpretability_sae/ablation_datasets-dense/indian_politics/denseimq-l22-f24944,42
indian_politics,denseimq,PLRDC + IMQ,10,max,5.146061658859253,0.1,0.12,1.0,0.99995,100,100,100,/Users/yanyuming/Downloads/GitHub/llama3_interpretability_sae/ablation_datasets-dense/indian_politics/denseimq-l22-f24944,42
indian_politics,denseimq,PLRDC + IMQ,20,max,1.1993863582611084,0.2,0.19,1.0,0.99995,100,100,100,/Users/yanyuming/Downloads/GitHub/llama3_interpretability_sae/ablation_datasets-dense/indian_politics/denseimq-l22-f24944,42
indian_politics,denserepreg,PLRDC + RepReg,1,max,17.735736846923828,0.01,0.01,1.0,0.99995,100,100,100,/Users/yanyuming/Downloads/GitHub/llama3_interpretability_sae/ablation_datasets-dense/indian_politics/denserepreg-l22-f24944,42
indian_politics,denserepreg,PLRDC + RepReg,2,max,12.549916744232178,0.02,0.03,1.0,0.99995,100,100,100,/Users/yanyuming/Downloads/GitHub/llama3_interpretability_sae/ablation_datasets-dense/indian_politics/denserepreg-l22-f24944,42
indian_politics,denserepreg,PLRDC + RepReg,5,max,7.903709888458252,0.05,0.07,1.0,0.99995,100,100,100,/Users/yanyuming/Downloads/GitHub/llama3_interpretability_sae/ablation_datasets-dense/indian_politics/denserepreg-l22-f24944,42
indian_politics,denserepreg,PLRDC + RepReg,10,max,5.77066707611084,0.1,0.1,1.0,0.99995,100,100,100,/Users/yanyuming/Downloads/GitHub/llama3_interpretability_sae/ablation_datasets-dense/indian_politics/denserepreg-l22-f24944,42
indian_politics,denserepreg,PLRDC + RepReg,20,max,1.4407362937927246,0.16,0.22,1.0,0.99995,100,100,100,/Users/yanyuming/Downloads/GitHub/llama3_interpretability_sae/ablation_datasets-dense/indian_politics/denserepreg-l22-f24944,42
indian_politics,gatedsae,Gated SAE,1,max,5.60252571105957,0.01,0.02,1.0,0.99955,100,100,100,/Users/yanyuming/Downloads/GitHub/llama3_interpretability_sae/ablation_datasets-dense/indian_politics/gatedsae-l11-f23198,42
indian_politics,gatedsae,Gated SAE,2,max,5.452304124832153,0.02,0.03,1.0,0.99955,100,100,100,/Users/yanyuming/Downloads/GitHub/llama3_interpretability_sae/ablation_datasets-dense/indian_politics/gatedsae-l11-f23198,42
indian_politics,gatedsae,Gated SAE,5,max,3.8956973552703857,0.05,0.03,1.0,0.99955,100,100,100,/Users/yanyuming/Downloads/GitHub/llama3_interpretability_sae/ablation_datasets-dense/indian_politics/gatedsae-l11-f23198,42
indian_politics,gatedsae,Gated SAE,10,max,2.801740527153015,0.1,0.06,1.0,0.99955,100,100,100,/Users/yanyuming/Downloads/GitHub/llama3_interpretability_sae/ablation_datasets-dense/indian_politics/gatedsae-l11-f23198,42
indian_politics,gatedsae,Gated SAE,20,max,1.925048053264618,0.2,0.15,1.0,0.99955,100,100,100,/Users/yanyuming/Downloads/GitHub/llama3_interpretability_sae/ablation_datasets-dense/indian_politics/gatedsae-l11-f23198,42
indian_politics,imq,IMQ SAE,1,max,29.091773986816406,0.01,0.01,1.0,0.99975,100,100,100,/Users/yanyuming/Downloads/GitHub/llama3_interpretability_sae/ablation_datasets-dense/indian_politics/imq-l22-f49592,42
indian_politics,imq,IMQ SAE,2,max,22.971994400024414,0.02,0.01,1.0,0.99975,100,100,100,/Users/yanyuming/Downloads/GitHub/llama3_interpretability_sae/ablation_datasets-dense/indian_politics/imq-l22-f49592,42
indian_politics,imq,IMQ SAE,5,max,17.505452156066895,0.05,0.04,1.0,0.99975,100,100,100,/Users/yanyuming/Downloads/GitHub/llama3_interpretability_sae/ablation_datasets-dense/indian_politics/imq-l22-f49592,42
indian_politics,imq,IMQ SAE,10,max,9.60568642616272,0.1,0.11,1.0,0.99975,100,100,100,/Users/yanyuming/Downloads/GitHub/llama3_interpretability_sae/ablation_datasets-dense/indian_politics/imq-l22-f49592,42
indian_politics,imq,IMQ SAE,20,max,3.4291746616363525,0.12,0.15,1.0,0.99975,100,100,100,/Users/yanyuming/Downloads/GitHub/llama3_interpretability_sae/ablation_datasets-dense/indian_politics/imq-l22-f49592,42
indian_politics,jumprelu,JumpReLU SAE,1,max,48.435564041137695,0.01,0.03,0.11,0.7825,100,100,100,/Users/yanyuming/Downloads/GitHub/llama3_interpretability_sae/ablation_datasets-dense/indian_politics/jumprelu-l11-f19405,42
indian_politics,jumprelu,JumpReLU SAE,2,max,47.941795349121094,0.02,0.03,0.12,0.7825,100,100,100,/Users/yanyuming/Downloads/GitHub/llama3_interpretability_sae/ablation_datasets-dense/indian_politics/jumprelu-l11-f19405,42
indian_politics,jumprelu,JumpReLU SAE,5,max,45.794410705566406,0.05,0.05,0.19,0.7825,100,100,100,/Users/yanyuming/Downloads/GitHub/llama3_interpretability_sae/ablation_datasets-dense/indian_politics/jumprelu-l11-f19405,42
indian_politics,jumprelu,JumpReLU SAE,10,max,42.53168296813965,0.1,0.14,0.36,0.7825,100,100,100,/Users/yanyuming/Downloads/GitHub/llama3_interpretability_sae/ablation_datasets-dense/indian_politics/jumprelu-l11-f19405,42
indian_politics,jumprelu,JumpReLU SAE,20,max,37.92728233337402,0.2,0.26,0.65,0.7825,100,100,100,/Users/yanyuming/Downloads/GitHub/llama3_interpretability_sae/ablation_datasets-dense/indian_politics/jumprelu-l11-f19405,42
indian_politics,kernel,SUR SAE,1,max,21.503604888916016,0.01,0.01,1.0,1.0,100,100,100,/Users/yanyuming/Downloads/GitHub/llama3_interpretability_sae/ablation_datasets-dense/indian_politics/kernel-l22-f49592,42
indian_politics,kernel,SUR SAE,2,max,16.908126831054688,0.02,0.02,1.0,1.0,100,100,100,/Users/yanyuming/Downloads/GitHub/llama3_interpretability_sae/ablation_datasets-dense/indian_politics/kernel-l22-f49592,42
indian_politics,kernel,SUR SAE,5,max,13.573944091796875,0.05,0.02,1.0,1.0,100,100,100,/Users/yanyuming/Downloads/GitHub/llama3_interpretability_sae/ablation_datasets-dense/indian_politics/kernel-l22-f49592,42
indian_politics,kernel,SUR SAE,10,max,8.590283870697021,0.1,0.11,1.0,1.0,100,100,100,/Users/yanyuming/Downloads/GitHub/llama3_interpretability_sae/ablation_datasets-dense/indian_politics/kernel-l22-f49592,42
indian_politics,kernel,SUR SAE,20,max,3.396289348602295,0.12,0.12,1.0,1.0,100,100,100,/Users/yanyuming/Downloads/GitHub/llama3_interpretability_sae/ablation_datasets-dense/indian_politics/kernel-l22-f49592,42
indian_politics,relu,ReLU SAE,1,max,5.961158990859985,0.01,0.03,1.0,0.9993,100,100,100,/Users/yanyuming/Downloads/GitHub/llama3_interpretability_sae/ablation_datasets-dense/indian_politics/relu-l11-f27622,42
indian_politics,relu,ReLU SAE,2,max,5.75039005279541,0.02,0.03,1.0,0.9993,100,100,100,/Users/yanyuming/Downloads/GitHub/llama3_interpretability_sae/ablation_datasets-dense/indian_politics/relu-l11-f27622,42
indian_politics,relu,ReLU SAE,5,max,3.8240787982940674,0.05,0.03,1.0,0.9993,100,100,100,/Users/yanyuming/Downloads/GitHub/llama3_interpretability_sae/ablation_datasets-dense/indian_politics/relu-l11-f27622,42
indian_politics,relu,ReLU SAE,10,max,3.0961081981658936,0.1,0.05,1.0,0.9993,100,100,100,/Users/yanyuming/Downloads/GitHub/llama3_interpretability_sae/ablation_datasets-dense/indian_politics/relu-l11-f27622,42
indian_politics,relu,ReLU SAE,20,max,2.1111804246902466,0.2,0.15,1.0,0.9993,100,100,100,/Users/yanyuming/Downloads/GitHub/llama3_interpretability_sae/ablation_datasets-dense/indian_politics/relu-l11-f27622,42
indian_politics,repreg,RepReg SAE,1,max,14.946997165679932,0.01,0.01,1.0,0.99925,100,100,100,/Users/yanyuming/Downloads/GitHub/llama3_interpretability_sae/ablation_datasets-dense/indian_politics/repreg-l22-f39863,42
indian_politics,repreg,RepReg SAE,2,max,9.898475170135498,0.02,0.03,1.0,0.99925,100,100,100,/Users/yanyuming/Downloads/GitHub/llama3_interpretability_sae/ablation_datasets-dense/indian_politics/repreg-l22-f39863,42
indian_politics,repreg,RepReg SAE,5,max,4.236972808837891,0.04,0.05,1.0,0.99925,100,100,100,/Users/yanyuming/Downloads/GitHub/llama3_interpretability_sae/ablation_datasets-dense/indian_politics/repreg-l22-f39863,42
indian_politics,repreg,RepReg SAE,10,max,4.236972808837891,0.04,0.05,1.0,0.99925,100,100,100,/Users/yanyuming/Downloads/GitHub/llama3_interpretability_sae/ablation_datasets-dense/indian_politics/repreg-l22-f39863,42
indian_politics,repreg,RepReg SAE,20,max,4.236972808837891,0.04,0.05,1.0,0.99925,100,100,100,/Users/yanyuming/Downloads/GitHub/llama3_interpretability_sae/ablation_datasets-dense/indian_politics/repreg-l22-f39863,42
indian_politics,sigreg,SigReg SAE,1,max,16.620984077453613,0.01,0.01,1.0,0.99955,100,100,100,/Users/yanyuming/Downloads/GitHub/llama3_interpretability_sae/ablation_datasets-dense/indian_politics/sigreg-l22-f39863,42
indian_politics,sigreg,SigReg SAE,2,max,12.023213386535645,0.02,0.01,1.0,0.99955,100,100,100,/Users/yanyuming/Downloads/GitHub/llama3_interpretability_sae/ablation_datasets-dense/indian_politics/sigreg-l22-f39863,42
indian_politics,sigreg,SigReg SAE,5,max,4.733473777770996,0.04,0.06,1.0,0.99955,100,100,100,/Users/yanyuming/Downloads/GitHub/llama3_interpretability_sae/ablation_datasets-dense/indian_politics/sigreg-l22-f39863,42
indian_politics,sigreg,SigReg SAE,10,max,4.733473777770996,0.04,0.06,1.0,0.99955,100,100,100,/Users/yanyuming/Downloads/GitHub/llama3_interpretability_sae/ablation_datasets-dense/indian_politics/sigreg-l22-f39863,42
indian_politics,sigreg,SigReg SAE,20,max,4.733473777770996,0.04,0.06,1.0,0.99955,100,100,100,/Users/yanyuming/Downloads/GitHub/llama3_interpretability_sae/ablation_datasets-dense/indian_politics/sigreg-l22-f39863,42
indian_politics,sigregrepreg,SigReg + RepReg,1,max,28.122194290161133,0.01,0.01,1.0,0.99975,100,100,100,/Users/yanyuming/Downloads/GitHub/llama3_interpretability_sae/ablation_datasets-dense/indian_politics/sigregrepreg-l22-f49592,42
indian_politics,sigregrepreg,SigReg + RepReg,2,max,21.542266845703125,0.02,0.02,1.0,0.99975,100,100,100,/Users/yanyuming/Downloads/GitHub/llama3_interpretability_sae/ablation_datasets-dense/indian_politics/sigregrepreg-l22-f49592,42
indian_politics,sigregrepreg,SigReg + RepReg,5,max,16.04300546646118,0.05,0.05,1.0,0.99975,100,100,100,/Users/yanyuming/Downloads/GitHub/llama3_interpretability_sae/ablation_datasets-dense/indian_politics/sigregrepreg-l22-f49592,42
indian_politics,sigregrepreg,SigReg + RepReg,10,max,10.134459495544434,0.1,0.12,1.0,0.99975,100,100,100,/Users/yanyuming/Downloads/GitHub/llama3_interpretability_sae/ablation_datasets-dense/indian_politics/sigregrepreg-l22-f49592,42
indian_politics,sigregrepreg,SigReg + RepReg,20,max,2.1810860633850098,0.13,0.14,1.0,0.99975,100,100,100,/Users/yanyuming/Downloads/GitHub/llama3_interpretability_sae/ablation_datasets-dense/indian_politics/sigregrepreg-l22-f49592,42
photo_captions,batchtopk,BatchTopK SAE,1,max,inf,0.0,0.0,0.0,1.0,100,100,64,/Users/yanyuming/Downloads/GitHub/llama3_interpretability_sae/ablation_datasets-dense/photo_captions/batchtopk-l11-f59639,42
photo_captions,batchtopk,BatchTopK SAE,2,max,inf,0.0,0.0,0.0,1.0,100,100,64,/Users/yanyuming/Downloads/GitHub/llama3_interpretability_sae/ablation_datasets-dense/photo_captions/batchtopk-l11-f59639,42
photo_captions,batchtopk,BatchTopK SAE,5,max,inf,0.0,0.0,0.0,1.0,100,100,64,/Users/yanyuming/Downloads/GitHub/llama3_interpretability_sae/ablation_datasets-dense/photo_captions/batchtopk-l11-f59639,42
photo_captions,batchtopk,BatchTopK SAE,10,max,inf,0.0,0.0,0.0,1.0,100,100,64,/Users/yanyuming/Downloads/GitHub/llama3_interpretability_sae/ablation_datasets-dense/photo_captions/batchtopk-l11-f59639,42
photo_captions,batchtopk,BatchTopK SAE,20,max,inf,0.0,0.0,0.0,1.0,100,100,64,/Users/yanyuming/Downloads/GitHub/llama3_interpretability_sae/ablation_datasets-dense/photo_captions/batchtopk-l11-f59639,42
photo_captions,dense,PLRDC SAE,1,max,5.664566516876221,0.01,0.0,1.0,1.0,100,100,64,/Users/yanyuming/Downloads/GitHub/llama3_interpretability_sae/ablation_datasets-dense/photo_captions/dense-l11-f37802,42
photo_captions,dense,PLRDC SAE,2,max,4.246031880378723,0.02,0.01,1.0,1.0,100,100,64,/Users/yanyuming/Downloads/GitHub/llama3_interpretability_sae/ablation_datasets-dense/photo_captions/dense-l11-f37802,42
photo_captions,dense,PLRDC SAE,5,max,1.7659732103347778,0.03,0.01,1.0,1.0,100,100,64,/Users/yanyuming/Downloads/GitHub/llama3_interpretability_sae/ablation_datasets-dense/photo_captions/dense-l11-f37802,42
photo_captions,dense,PLRDC SAE,10,max,1.7659732103347778,0.03,0.01,1.0,1.0,100,100,64,/Users/yanyuming/Downloads/GitHub/llama3_interpretability_sae/ablation_datasets-dense/photo_captions/dense-l11-f37802,42
photo_captions,dense,PLRDC SAE,20,max,1.7659732103347778,0.03,0.01,1.0,1.0,100,100,64,/Users/yanyuming/Downloads/GitHub/llama3_interpretability_sae/ablation_datasets-dense/photo_captions/dense-l11-f37802,42
photo_captions,gatedsae,Gated SAE,1,max,2.9279932975769043,0.01,0.04,1.0,1.0,100,100,64,/Users/yanyuming/Downloads/GitHub/llama3_interpretability_sae/ablation_datasets-dense/photo_captions/gatedsae-l11-f6779,42
photo_captions,gatedsae,Gated SAE,2,max,2.653920888900757,0.02,0.06,1.0,1.0,100,100,64,/Users/yanyuming/Downloads/GitHub/llama3_interpretability_sae/ablation_datasets-dense/photo_captions/gatedsae-l11-f6779,42
photo_captions,gatedsae,Gated SAE,5,max,2.4380158185958862,0.05,0.07,1.0,1.0,100,100,64,/Users/yanyuming/Downloads/GitHub/llama3_interpretability_sae/ablation_datasets-dense/photo_captions/gatedsae-l11-f6779,42
photo_captions,gatedsae,Gated SAE,10,max,2.196044921875,0.1,0.14,1.0,1.0,100,100,64,/Users/yanyuming/Downloads/GitHub/llama3_interpretability_sae/ablation_datasets-dense/photo_captions/gatedsae-l11-f6779,42
photo_captions,gatedsae,Gated SAE,20,max,1.8515098690986633,0.2,0.25,1.0,1.0,100,100,64,/Users/yanyuming/Downloads/GitHub/llama3_interpretability_sae/ablation_datasets-dense/photo_captions/gatedsae-l11-f6779,42
photo_captions,relu,ReLU SAE,1,max,2.657702326774597,0.01,0.05,1.0,1.0,100,100,64,/Users/yanyuming/Downloads/GitHub/llama3_interpretability_sae/ablation_datasets-dense/photo_captions/relu-l11-f20504,42
photo_captions,relu,ReLU SAE,2,max,2.4953932762145996,0.02,0.07,1.0,1.0,100,100,64,/Users/yanyuming/Downloads/GitHub/llama3_interpretability_sae/ablation_datasets-dense/photo_captions/relu-l11-f20504,42
photo_captions,relu,ReLU SAE,5,max,2.106546998023987,0.05,0.12,1.0,1.0,100,100,64,/Users/yanyuming/Downloads/GitHub/llama3_interpretability_sae/ablation_datasets-dense/photo_captions/relu-l11-f20504,42
photo_captions,relu,ReLU SAE,10,max,1.9838154911994934,0.1,0.12,1.0,1.0,100,100,64,/Users/yanyuming/Downloads/GitHub/llama3_interpretability_sae/ablation_datasets-dense/photo_captions/relu-l11-f20504,42
photo_captions,relu,ReLU SAE,20,max,1.688313364982605,0.2,0.25,1.0,1.0,100,100,64,/Users/yanyuming/Downloads/GitHub/llama3_interpretability_sae/ablation_datasets-dense/photo_captions/relu-l11-f20504,42
